shipment_id,supplier,region,category,planned_lead_time_days,distance_km,order_value_usd,is_peak_season,was_delayed,delay_days
454,SupplierB,North America,Textiles,5,9935,26286,0,0,0
455,SupplierA,North America,Furniture,26,3597,7110,1,0,0
456,SupplierC,Europe,Furniture,28,5116,14087,1,1,14
457,SupplierB,Asia,Textiles,22,509,25762,0,1,8
458,SupplierD,Europe,Furniture,22,11117,19081,0,1,18
459,SupplierC,Asia,Furniture,18,6252,36947,0,0,0
460,SupplierC,Europe,Electronics,19,10352,11596,0,0,0
461,SupplierB,Europe,Textiles,16,11323,40019,0,0,0
462,SupplierA,North America,Textiles,8,6795,44003,1,1,13
463,SupplierB,Asia,Furniture,7,5315,20313,0,0,0
464,SupplierA,Asia,Textiles,24,1572,49639,0,1,10
465,SupplierD,North America,Electronics,16,3725,3013,1,1,7
466,SupplierC,North America,Electronics,11,1816,25705,0,0,0
467,SupplierD,North America,Electronics,15,6199,3828,1,1,17
468,SupplierA,North America,Textiles,5,7307,9909,0,1,4
469,SupplierA,Asia,Textiles,10,7174,40356,0,1,5
470,SupplierD,Asia,Textiles,19,4183,15109,0,0,0
471,SupplierA,Europe,Textiles,19,7727,4023,0,0,0
472,SupplierD,Europe,Textiles,23,3773,16537,1,1,11
473,SupplierC,North America,Electronics,15,7500,28661,0,1,13
474,SupplierD,North America,Furniture,27,645,40659,1,1,11
475,SupplierC,North America,Electronics,6,5510,35848,0,0,0
476,SupplierD,Europe,Textiles,18,3540,39804,0,0,0
477,SupplierA,Europe,Electronics,6,10154,17379,0,1,17
478,SupplierD,Europe,Textiles,8,10276,29766,0,0,0
479,SupplierA,Europe,Textiles,21,982,45590,1,0,0
480,SupplierD,Europe,Electronics,7,3679,4563,0,0,0
481,SupplierD,Europe,Textiles,17,1749,38060,0,0,0
482,SupplierB,Europe,Furniture,13,1130,31197,0,0,0
483,SupplierA,North America,Textiles,11,9353,5586,0,1,13
484,SupplierB,North America,Furniture,19,3352,18087,0,1,11
485,SupplierA,North America,Furniture,27,11158,25225,0,1,13
486,SupplierB,North America,Textiles,15,1487,31750,1,0,0
487,SupplierC,Europe,Electronics,24,8122,8643,0,0,0
488,SupplierD,Asia,Furniture,6,7827,29523,0,1,17
489,SupplierA,Europe,Electronics,19,10238,38727,0,0,0
490,SupplierA,Asia,Furniture,18,9341,13005,0,0,0
491,SupplierD,North America,Textiles,24,9660,45543,1,1,19
492,SupplierA,Europe,Textiles,26,11329,2161,0,1,13
493,SupplierA,North America,Furniture,15,1600,18029,0,0,0
494,SupplierB,Europe,Textiles,7,7152,16226,0,0,0
495,SupplierA,North America,Furniture,21,9132,30731,0,1,18
496,SupplierC,Asia,Textiles,16,7921,45922,0,1,7
497,SupplierC,Asia,Electronics,28,5516,46848,1,0,0
498,SupplierD,Asia,Textiles,25,1269,5390,1,1,4
499,SupplierA,Europe,Electronics,19,1843,7997,1,0,0
500,SupplierD,Asia,Textiles,20,4858,14693,0,0,0
